Name;Density (g/cc);E-Modul (GPa);Class
Ohara L-LAM60 Low Tg Optical Glass;4.20;115;Ceramic
Ohara L-LAM69 Low Tg Optical Glass;3.24;113;Ceramic
Ohara L-LAM72 Low Tg Optical Glass;3.89;118;Ceramic
Ohara L-NBH54 Low Tg Optical Glass;3.64;109;Ceramic
Ohara L-PHL1 Low Tg Optical Glass;3.18;68.9;Ceramic
Ohara L-PHL2 Low Tg Optical Glass;3.03;64.5;Ceramic
Ohara L-TIM28 Low Tg Optical Glass;2.88;84.5;Ceramic
Ohara PBL1Y i-Line Optical Glass;2.95;61.3;Ceramic
Ohara PBL25Y i-Line Optical Glass;3.23;58.5;Ceramic
Ohara PBL26Y i-Line Optical Glass;3.10;58.9;Ceramic
Ohara PBL35Y i-Line Optical Glass;3.27;59.6;Ceramic
Ohara PBL6Y i-Line Optical Glass;2.79;60.5;Ceramic
Ohara PBM18Y i-Line Optical Glass;3.37;59.8;Ceramic
Ohara PBM2Y i-Line Optical Glass;3.61;57.1;Ceramic
Ohara PBM8Y i-Line Optical Glass;3.36;58.8;Ceramic
Ohara S-BAH10 Optical Glass;3.48;96.2;Ceramic
Ohara S-BAH11 Optical Glass;3.59;92.9;Ceramic
Ohara S-BAH27 Optical Glass;3.67;93.6;Ceramic
Ohara S-BAH28 Optical Glass;3.67;91.1;Ceramic
Ohara S-BAH32 Optical Glass;3.26;90.4;Ceramic
Ohara S-BAL 2 Optical Glass;2.89;72.7;Ceramic
Ohara S-BAL 3 Optical Glass;2.98;71.9;Ceramic
Ohara S-BAL11 Optical Glass;3.02;81.9;Ceramic
Ohara S-BAL12 Optical Glass;2.75;71.0;Ceramic
Ohara S-BAL14 Optical Glass;2.89;81.1;Ceramic
Ohara S-BAL35 Optical Glass;3.31;83.2;Ceramic
Ohara S-BAL41 Optical Glass;2.78;89.0;Ceramic
Ohara S-BAL42 Optical Glass;3.19;84.7;Ceramic
Ohara S-BAM 3 Optical Glass;2.75;77.1;Ceramic
Ohara S-BAM 4 Optical Glass;2.91;76.2;Ceramic
Ohara S-BAM12 Optical Glass;3.18;90.4;Ceramic
Ohara S-BSL 7 Optical Glass;2.52;80.0;Ceramic
Ohara S-BSM 2 Optical Glass;3.53;78.0;Ceramic
Ohara S-BSM 4 Optical Glass;3.57;81.6;Ceramic
Ohara S-BSM 9 Optical Glass;3.22;86.5;Ceramic
Ohara S-BSM10 Optical Glass;3.60;83.5;Ceramic
Ohara S-BSM14 Optical Glass;3.43;84.9;Ceramic
Ohara S-BSM15 Optical Glass;3.60;85.4;Ceramic
Ohara S-BSM16 Optical Glass;3.59;87.8;Ceramic
Ohara S-BSM18 Optical Glass;3.69;88.5;Ceramic
Ohara S-BSM22 Optical Glass;3.24;87.4;Ceramic
Ohara S-BSM25 Optical Glass;3.50;95.1;Ceramic
Ohara S-BSM28 Optical Glass;3.23;85.3;Ceramic
Ohara S-BSM71 Optical Glass;3.74;86.2;Ceramic
Ohara S-BSM81 Optical Glass;3.06;106;Ceramic
Ohara S-FPL51 Optical Glass;3.62;72.7;Ceramic
Ohara S-FPL51Y i-Line Optical Glass;3.66;71.6;Ceramic
Ohara S-FPL53 Optical Glass;3.62;69.1;Ceramic
Ohara S-FPL55 Optical Glass;3.59;69.8;Ceramic
Ohara S-FPM2 Optical Glass;4.17;75.7;Ceramic
Ohara S-FPM3 Optical Glass;3.64;80.6;Ceramic
Ohara S-FSL 5 Optical Glass;2.46;62.3;Ceramic
Ohara S-FSL5Y i-Line Optical Glass;2.46;62.2;Ceramic
Ohara S-FTM16 Optical Glass;2.64;65.3;Ceramic
Ohara S-LAH51 Optical Glass;4.40;113;Ceramic
Ohara S-LAH52 Optical Glass;4.41;112;Ceramic
Ohara S-LAH53 Optical Glass;4.43;113;Ceramic
Ohara S-LAH55V Optical Glass;4.73;118;Ceramic
Ohara S-LAH58 Optical Glass;5.52;127;Ceramic
Ohara S-LAH59 Optical Glass;5.07;125;Ceramic
Ohara S-LAH60 Optical Glass;4.43;125;Ceramic
Ohara S-LAH63 Optical Glass;4.34;112;Ceramic
Ohara S-LAH64 Optical Glass;4.30;122;Ceramic
Ohara S-LAH65V Optical Glass;4.72;122;Ceramic
Ohara S-LAH66 Optical Glass;4.23;122;Ceramic
Ohara S-LAH71 Optical Glass;4.36;110;Ceramic
Ohara S-LAH79 Optical Glass;5.23;126;Ceramic
Ohara S-LAH88 Optical Glass;4.74;114;Ceramic
Ohara S-LAH89 Optical Glass;4.70;121;Ceramic
Ohara S-LAH92 Optical Glass;4.87;123;Ceramic
Ohara S-LAL 7 Optical Glass;3.73;95.8;Ceramic
Ohara S-LAL 8 Optical Glass;3.79;114;Ceramic
Ohara S-LAL 9 Optical Glass;3.63;108;Ceramic
Ohara S-LAL10 Optical Glass;3.86;106;Ceramic
Ohara S-LAL12 Optical Glass;4.01;91.0;Ceramic
Ohara S-LAL13 Optical Glass;3.60;107;Ceramic
Ohara S-LAL14 Optical Glass;3.70;112;Ceramic
Ohara S-LAL18 Optical Glass;4.18;120;Ceramic
Ohara S-LAL54 Optical Glass;3.82;87.7;Ceramic
Ohara S-LAL56 Optical Glass;3.85;91.1;Ceramic
Ohara S-LAL58 Optical Glass;4.03;92.8;Ceramic
Ohara S-LAL59 Optical Glass;4.04;114;Ceramic
Ohara S-LAL61 Optical Glass;4.04;119;Ceramic
Ohara S-LAM 2 Optical Glass;4.32;93.5;Ceramic
Ohara S-LAM 3 Optical Glass;4.25;86.8;Ceramic
Ohara S-LAM 7 Optical Glass;3.81;97.0;Ceramic
Ohara S-LAM51 Optical Glass;3.79;101;Ceramic
Ohara S-LAM52 Optical Glass;3.95;95.7;Ceramic
Ohara S-LAM54 Optical Glass;4.08;117;Ceramic
Ohara S-LAM55 Optical Glass;4.22;96.7;Ceramic
Ohara S-LAM58 Optical Glass;4.00;91.9;Ceramic
Ohara S-LAM59 Optical Glass;3.77;101;Ceramic
Ohara S-LAM60 Optical Glass;4.06;113;Ceramic
Ohara S-LAM61 Optical Glass;4.10;93.7;Ceramic
Ohara S-LAM66 Optical Glass;3.55;121;Ceramic
Ohara S-NBH 5 Optical Glass;3.02;90.2;Ceramic
Ohara S-NBH 8 Optical Glass;3.19;102;Ceramic
Ohara S-NBH51 Optical Glass;3.29;110;Ceramic
Ohara S-NBH52 Optical Glass;3.09;97.9;Ceramic
Ohara S-NBH53 Optical Glass;3.28;103;Ceramic
Ohara S-NBH55 Optical Glass;3.68;105;Ceramic
Ohara S-NBH56 Optical Glass;3.49;107;Ceramic
Ohara S-NBH57 Optical Glass;4.00;112;Ceramic
Ohara S-NBM51 Optical Glass;2.93;81.7;Ceramic
Ohara S-NPH 1 Optical Glass;3.29;89.3;Ceramic
Ohara S-NPH 2 Optical Glass;3.58;99.1;Ceramic
Ohara S-NPH 3 Optical Glass;3.59;102;Ceramic
Ohara S-NPH 4 Optical Glass;3.61;94.5;Ceramic
Ohara S-NPH 5 Optical Glass;3.71;92.9;Ceramic
Ohara S-NPH53 Optical Glass;3.78;88.6;Ceramic
Ohara S-NSL 3 Optical Glass;2.48;70.0;Ceramic
Ohara S-NSL 5 Optical Glass;2.49;69.1;Ceramic
Ohara S-NSL36 Optical Glass;2.46;64.0;Ceramic
Ohara S-PHM52 Optical Glass;3.67;71.5;Ceramic
Ohara S-PHM53 Optical Glass;3.51;70.8;Ceramic
Ohara S-TIH 1 Optical Glass;3.06;88.4;Ceramic
Ohara S-TIH 3 Optical Glass;3.11;90.8;Ceramic
Ohara S-TIH 4 Optical Glass;3.15;91.9;Ceramic
Ohara S-TIH 6 Optical Glass;3.37;93.1;Ceramic
Ohara S-TIH10 Optical Glass;3.06;102;Ceramic
Ohara S-TIH11 Optical Glass;3.24;91.2;Ceramic
Ohara S-TIH13 Optical Glass;3.10;89.9;Ceramic
Ohara S-TIH14 Optical Glass;3.17;88.8;Ceramic
Ohara S-TIH18 Optical Glass;3.07;89.1;Ceramic
Ohara S-TIH23 Optical Glass;3.30;92.2;Ceramic
Ohara S-TIH53 Optical Glass;3.54;96.0;Ceramic
Ohara S-TIL 1 Optical Glass;2.54;70.5;Ceramic
Ohara S-TIL 2 Optical Glass;2.52;69.9;Ceramic
Ohara S-TIL 6 Optical Glass;2.50;64.8;Ceramic
Ohara S-TIL25 Optical Glass;2.59;75.3;Ceramic
Ohara S-TIL26 Optical Glass;2.57;73.9;Ceramic
Ohara S-TIL27 Optical Glass;2.58;74.9;Ceramic
Ohara S-TIM 1 Optical Glass;2.71;78.6;Ceramic
Ohara S-TIM 2 Optical Glass;2.69;77.6;Ceramic
Ohara S-TIM 3 Optical Glass;2.67;77.9;Ceramic
Ohara S-TIM 5 Optical Glass;2.63;76.3;Ceramic
Ohara S-TIM 8 Optical Glass;2.63;75.0;Ceramic
Ohara S-TIM22 Optical Glass;2.79;79.8;Ceramic
Ohara S-TIM25 Optical Glass;2.91;84.1;Ceramic
Ohara S-TIM27 Optical Glass;2.76;79.3;Ceramic
Ohara S-TIM28 Optical Glass;2.98;85.5;Ceramic
Ohara S-TIM35 Optical Glass;2.96;87.5;Ceramic
Ohara S-TIM39 Optical Glass;2.92;81.7;Ceramic
Ohara S-YGH51 Optical Glass;4.40;122;Ceramic
Mateck Barium Fluoride, BaF2;4.83;65.85;Ceramic
Mateck Cesium Iodide, CsI;4.51;2.00;Ceramic
Mateck Calcium Fluoride (CaF2);3.18;117.95;Ceramic
Mateck Lithium Fluoride (LiF);2.60;115.2;Ceramic
Mateck Magnesium Fluoride (MgF2);3.18;124.35;Ceramic
Mateck Potassium Bromide (KBr);2.75;23.4;Ceramic
Mateck Potassium Chloride (KCl);1.98;27.5;Ceramic
Mateck Sodium Chloride (NaCl);2.17;38.2;Ceramic
Mateck Thallium Bromoiodide TIBr-TII (KRS-5);7.37;31.0;Ceramic
Corundum, Aluminum Oxide, Alumina, 99.9%, Al2O3;3.96;370;Ceramic
85% Alumina, vitreous body;3.46;227.5;Ceramic
95% Alumina, vitreous body;3.68;282.5;Ceramic
99.5% Alumina, vitreous body;3.83;360;Ceramic
Alumina, alpha Al2O3, 99.5%;3.90;370;Ceramic
Alumina, alpha Al2O3, 96%;3.72;303;Ceramic
Cordierite, 2MgO-2Al2O3-5SiO2;2.30;125;Ceramic
Mullite, 3Al2O3-2SiO2;2.80;150;Ceramic
CoorsTek AD-85 Alumina (nom. 85% Al2O3);3.42;221;Ceramic
CoorsTek AD-90 Alumina (nom. 90% Al2O3);3.60;276;Ceramic
CoorsTek AD-94 Alumina (nom. 94% Al2O3);3.70;303;Ceramic
CoorsTek FG-995 Alumina (nom. 98.5% Al2O3);3.80;350;Ceramic
CoorsTek AD-998 Alumina(nom. 99.8% Al2O3);3.92;370;Ceramic
CoorsTek PlasmaPure™ AD-998 Alumina (nom. 99.8% Al2O3);3.93;370;Ceramic
Advanced Ceramics ALC 1081 (C-786) Alumina;3.60;312;Ceramic
Advanced Ceramics ALC 1082 (C-786) Alumina;3.70;312;Ceramic
Advanced Ceramics ACL 1085 (C-795) Alumina;3.80;320;Ceramic
Advanced Ceramics ACL 1091 (C-799) Alumina;3.90;350;Ceramic
CeramTec 547 Cordierite (2MgO-2Al2O3-5SiO2);2.30;128;Ceramic
CeramTec 771 94% Alumina (Al2O3);3.60;281;Ceramic
CeramTec V 38 Alumina, 96.0% Al2O3-SiO2;3.75;350;Ceramic
CeramTec B 601 Alumina, 98.5%;3.83;320;Ceramic
CeramTec B 40 Alumina, 99.1%;3.82;360;Ceramic
CeramTec V 679 Alumina, 99.7%;3.90;390;Ceramic
CeramTec AT 79 Alumina, 99.6%;3.95;390;Ceramic
CeramTec RK 87 Alumina, 99.8%;3.96;406;Ceramic
CeramTec DC 25 Dispersion Ceramic, Al2O3-ZrO2;4.37;357;Ceramic
CeramTec Rubalit IS 95 Alumina;3.73;330;Ceramic
CeramTec Rubalit IS 95 Brown Alumina;3.72;300;Ceramic
CeramTec 447 Cordierite;1.80;125;Ceramic
CeramTec 701 Cordierite;2.50;130;Ceramic
CeramTec Sikor S Cordierite;2.20;70.0;Ceramic
CeramTec 614/698 Alumina, 96%;3.70;276;Ceramic
CeramTec Rubalit 708S Alumina, 96%;3.78;340;Ceramic
CeramTec 975 Alumina, 99.5%;3.90;380;Ceramic
CeramTec Rubalit A 1999.5 Alumina, 99.7%;3.88;350;Ceramic
CeramTec 433 Alumina, 99.9%;4.00;400;Ceramic
CeramTec 950 Zirconia Toughened Alumina (ZTA), Al2O3•ZrO2;4.40;289;Ceramic
CeramTec Rubalit HSS Alumina, 75% (High Strength Substrate);4.35;335;Ceramic
CeramTec Rubalit A 1894 Alumina, 94%;3.70;320;Ceramic
CeramTec Ziralit Zirconia Toughened Alumina (ZTA), Al2O3•ZrO2;3.80;200;Ceramic
CeramTec Rubalit A 1896 brown Alumina;3.82;350;Ceramic
CeramTec ALUTIT S Aluminum Titanate (Strength Optimized);3.35;20.0;Ceramic
CeramTec ALUTIT T Aluminum Titanate (Thermal Shock Optimized);3.35;17.0;Ceramic
CeramTec 965 Toughened Alumina (Al2O3-ZrO2);4.20;344;Ceramic
COI Ceramics Nextel™ AS-N312 Oxide Ceramic Matrix Composite, Aluminosilicate;2.30;31.0;Ceramic
COI Ceramics Nextel™ AS-N720 Oxide Ceramic Matrix Composite, Aluminosilicate;2.60;76.0;Ceramic
COI Ceramics Nextel™ A-N720 Oxide Ceramic Matrix Composite, Alumina;2.73;70.0;Ceramic
COI Ceramics Nextel™ AS-N650 Oxide Ceramic Matrix Composite, Aluminosilicate;2.80;96.0;Ceramic
COI Ceramics Nextel™ AS-N610 Oxide Ceramic Matrix Composite, Aluminosilicate;2.83;124;Ceramic
CoorsTek SAPPHAL Advanced Alumina;3.99;395;Ceramic
CoorsTek ADS 11 Advanced Alumina;3.90;360;Ceramic
CoorsTek PLASMAPURE™ AD-998-I2 Min. 99.8% Al2O3;3.92;380;Ceramic
CoorsTek PLASMAPURE-UC™ SA-999-I Min. 99.9% Al2O3;3.92;386;Ceramic
CoorsTek AZ-67 Zirconia Toughened Alumina;4.40;340;Ceramic
CoorsTek AZ-93 Zirconia Toughened Alumina;4.80;295;Ceramic
CoorsTek Cercom PAD EBON-A Pressure Assisted Densification Black Alumina;3.93;390;Ceramic
CoorsTek ADO-96 Nom. 96% Al2O3;3.81;354;Ceramic
CoorsTek AD-999 Nom. 99.9% Al2O3;3.94;386;Ceramic
CoorsTek StatSafe™ ADC Static Dissipative Alumina;3.85;370;Ceramic
CoorsTek ADOS-90R 91% Alumina Thick Film Substrate;3.72;310;Ceramic
CoorsTek ADS-96R 96% Alumina Thick Film Substrate;3.75;331;Ceramic
CoorsTek ADS-995R MidFilm™ 99.5% Alumina Thick Film;3.90;379;Ceramic
CoorsTek ADS-995 99.5% Alumina Thin Film;3.88;372;Ceramic
CoorsTek Superstrate TPS 99.6% Alumina Thin Film;3.95;372;Ceramic
Ferro Aluminum Oxide P87;3.48;248;Ceramic
Ferro Aluminum Oxide P890;3.57;293;Ceramic
Ferro Aluminum Oxide P3640;3.67;276;Ceramic
Ferro Aluminum Oxide P3142;3.70;318;Ceramic
Ferro Aluminum Oxide P96;3.75;310;Ceramic
Ferro Aluminum Oxide P99;3.92;331;Ceramic
Saffil Alumina/Silica SiO2 4/Al2O3 96;3.4;200.0;Ceramic
Goodfellow Ruby, Al2O3;3.98;370.0;Ceramic
Goodfellow Alumina Silica Boria Al2O3 62/SiO2 24/B2O3 14 (Nextel 312);2.70;140;Ceramic
Goodfellow Alumina Silica Boria Al2O3 70/SiO2 28/B2O3 2 (Nextel 440);3.05;185;Ceramic
Mateck Sapphire (Al2O3);3.98;444.5;Ceramic
Materion Durox 997 99.7% Al2O3;3.90;375;Ceramic
Materion Durox AL 99.8% Al2O3;3.94;375;Ceramic
Materion Durox UHP 99.9% Al2O3;3.95;375;Ceramic
3M Nextel™ 312 Industrial Ceramic Fiber;2.70;150;Ceramic
3M Nextel™ 440 Industrial Ceramic Fiber;3.05;190;Ceramic
3M Nextel™ 550 Industrial Ceramic Fiber;3.03;193;Ceramic
3M Nextel™ 610 Composite Ceramic Fiber;3.90;373;Ceramic
3M Nextel™ 720 Composite Ceramic Fiber;3.40;260;Ceramic
Morgan Advanced Ceramics Alumina AL998A Aluminum Oxide Ceramic;3.94;391;Ceramic
Morgan Advanced Ceramics Deranox™975 Mac-A975R Technical Ceramic;3.80;340;Ceramic
Morgan Advanced Ceramics Deranox™970 Mac-A970R Technical Ceramic;3.74;330;Ceramic
Morgan Advanced Ceramics Hilox™ 965 Mac-A955S Technical Ceramic;3.75;336;Ceramic
Morgan Advanced Ceramics Hilox™ 880 Mac-A860S Technical Ceramic;3.57;250;Ceramic
Morgan Advanced Ceramics Deranox™ 995 Alumina;3.89;370;Ceramic
Morgan Advanced Ceramics Sintox™ FF Alumina;3.70;325;Ceramic
Morgan Advanced Ceramics HIP Vitox™ Bio-compatible Alumina;3.98;407;Ceramic
Schott Sapphire Optical Window;3.98;345;Ceramic
Thermal Ceramics Saffil Bulk Fiber;3.30;296;Ceramic
Thermal Ceramics Saffil Fibralloy Preform;3.4;310.0;Ceramic
CoorsTek Zirconia-Toughened Alumina, ZTA;4.05;360;Ceramic
Zircar Ceramics Alumina Mat;0.0350;320;Ceramic
Zircar Ceramics HC Sapphire (Single Crystal Aluminum Oxide) Hangar Clip;3.98;380;Ceramic
3M Nextel™ AF-10 Industrial Woven Fabric 312;2.70;152;Ceramic
3M Nextel™ BF-20 Woven Fabric 440;3.05;186;Ceramic
3M Nextel™ XN-513 Woven Fabric 720;3.40;248;Ceramic
Steatite (Magnesium Silicon Oxide);2.50;100;Ceramic
CeramTec 645 Steatite (MgO-SiO2);2.70;107;Ceramic
CeramTec 665 Steatite, MgO•SiO2;2.80;117;Ceramic
CeramTec Frequenta Steatite;2.80;120;Ceramic
Harris Acoustic Sensors EC-98 Lead Magnesium Niobate Piezoelectric;6.10;61.0;Ceramic
Borosilicate Glass;2.40;62.0;Ceramic
96% Silica Consolidated Reconstructed Glass;2.18;68.0;Ceramic
Potassium Sodium Niobate, K0.5Na0.5NbO3;4.36;104;Ceramic
Fused Quartz;2.20;74.0;Ceramic
CoorsTek FUSED QUARTZ Min. 99.99% SiO2;2.20;72.0;Ceramic
Corning 7052 Alkali Barium Borosilicate Sealing Glass Powder;2.27;57.6;Ceramic
Corning 7070 Lithia Potash Borosilicate Crushed/Powdered Glass;2.13;51.0;Ceramic
Mateck Fused Silica UV-VIS Grade (SiO2);2.21;73.6;Ceramic
Mateck Quartz Crystalline (SiO2);2.65;96.0;Ceramic
Nyco NYGLOS M3 Wollastonite;2.90;416.5;Ceramic
Potters Industries Spheriglass 1922 Solid Glass Spheres;2.50;68.9;Ceramic
Potters Industries Spheriglass 3000E Solid Glass Spheres;2.54;72.4;Ceramic
Saint-Gobain Puropsil B Infrared Grade Low [OH] Optical Fused Quartz;2.21;74.0;Ceramic
Thermal Ceramics Kaowool Bulk Fiber;2.56;84.1;Ceramic
Thermal Ceramics Kaowool Fibralloy Preform;2.60;99.85;Ceramic
Magnéli-Phase 40 vol.-% Ti4O7/60 vol.-% Ti5O9;5.24;221;Ceramic
CeramTec 192/193 Titania;4.00;228;Ceramic
Harris Acoustic Sensors EC-63 Lead Zirconium Titanate Piezoelectric;7.50;89.0;Ceramic
Harris Acoustic Sensors EC-64 Lead Zirconium Titanate Piezoelectric;7.50;78.0;Ceramic
Harris Acoustic Sensors EC-65 Lead Zirconium Titanate Piezoelectric;7.50;66.0;Ceramic
Harris Acoustic Sensors EC-66 Lead Zirconium Titanate Piezoelectric;7.45;62.0;Ceramic
Harris Acoustic Sensors EC-67 Lead Zirconium Titanate Piezoelectric;7.50;93.0;Ceramic
Harris Acoustic Sensors EC-69 Lead Zirconium Titanate Piezoelectric;7.50;99.0;Ceramic
Harris Acoustic Sensors EC-70 Lead Zirconium Titanate Piezoelectric;7.45;63.0;Ceramic
Harris Acoustic Sensors EC-76 Lead Zirconium Titanate Piezoelectric;7.45;64.0;Ceramic
Harris Acoustic Sensors EC-97 Lead Titanate Piezoelectric;12.8;128;Ceramic
Piezo Kinetics PKI 409E Navy Type I Lead Zirconate Titanate Piezoelectric;7.60;76.0;Ceramic
Piezo Kinetics PKI 502 Navy Type II Lead Zirconate Titanate Piezoelectric;7.70;71.0;Ceramic
Piezo Kinetics PKI 532 Lead Zirconate Titanate Piezoelectric;7.60;63.0;Ceramic
Piezo Kinetics PKI 552 Lead Zirconate Titanate Piezoelectric;7.60;60.0;Ceramic
Piezo Kinetics PKI 556 Lead Zirconate Titanate Piezoelectric;7.80;58.0;Ceramic
Piezo Kinetics PKI 802 Navy Type III Lead Zirconate Titanate Piezoelectric;7.60;72.0;Ceramic
Piezo Kinetics PKI 804 Navy Type III Lead Zirconate Titanate Piezoelectric;7.70;73.0;Ceramic
Magnesia Stabilized Zirconia;5.78;197.5;Ceramic
Yttria Stabilized Zirconia, YSZ;5.97;205.0;Ceramic
CeramTec DN 70 Dispersion Ceramic, Al2O3-ZrO2;4.01;360;Ceramic
CeramTec ZN 40 Zirconia, ZrO2-MgO;5.74;210;Ceramic
CeramTec MZ 111 Zirconia, ZrO2-Y2O3;6.08;210;Ceramic
CeramTec MZ 429 Zirconia, ZrO2-Y2O3;6.05;210;Ceramic
CeramTec 848 Zirconia, ZrO2•MgO;6.00;186;Ceramic
CeramTec MZ BE Zirconia 3Y-TZP, Dental Grade;6.04;214;Ceramic
CeramTec ATZ Alumina Toughened Zirconia, Dental Grade;5.48;260;Ceramic
CoorsTek Technox 500 MgO Partially Stabilized Zirconia;5.60;200;Ceramic
CoorsTek Technox 2000 Sintered Y2O3 Partially Stabilized Zirconia;6.02;210;Ceramic
CoorsTek YZ 110 HS HIPped Y2O3 Yttria Tetragonal Zirconia Polycrystal;6.07;210;Ceramic
CoorsTek StatSafe™ ZDC Static Dissipative Zirconia;5.75;200;Ceramic
CoorsTek StatSafe™ ZDC-W Static Dissipative Zirconia;5.91;200;Ceramic
CoorsTek ZDY Yttria Fully Stabilized Zirconia;5.60;173;Ceramic
ENrG Thin E-Strate Zirconia Ribbon Ceramic Substrate;6.04;207;Ceramic
Ferro Zirmonite 200, ZTA;4.48;278;Ceramic
Ferro Zirmonite 1000, TZP;6.05;172;Ceramic
Morgan Advanced Ceramics Nilcra Zirconia 8Y Grade Zirconia;6.05;200;Ceramic
Morgan Advanced Ceramics Nilcra Zirconia MS Grade Zirconia;5.74;205;Ceramic
Morgan Advanced Ceramics Nilcra Zirconia 3Y-TZP Grade Y-TZP;6.05;205;Ceramic
Morgan Advanced Ceramics Nilcra Zirconia HIP'ed 3Y-TZP Grade Y-TZP;6.08;205;Ceramic
Morgan Advanced Ceramics CIM Zirconia Zirconia;6.00;220;Ceramic
China-Yixing Longly Refractories Zirconia Ceramics;6.00;208;Ceramic
CoorsTek TTZ (Dura-Z™) MgO Partially Stabilized Zirconia;5.72;200;Ceramic
Wieland Zeno™ Zr Disc Zirconium Oxide;6.06;210;Ceramic
AISI 1330 Steel;7.87;200;FerrousMetal
AISI 2330 Steel (UNS G23300);7.75;205.0;FerrousMetal
AISI 1345H Steel;7.85;205;FerrousMetal
AISI 4142 Steel, Annealed and Cold Drawn;7.85;206;FerrousMetal
AISI 4340 Steel, oil quenched 845°C, 650°C (1200°F) temper;7.85;213;FerrousMetal
AISI 4340 Steel, oil quenched 845°C, 425°C (800°F) temper;7.85;212;FerrousMetal
AISI E 52100 Steel (100Cr6, SUJ2, UNS G52986);7.81;210;FerrousMetal
SAE 950X HSLA Steel;7.75;206;FerrousMetal
Bohler-Uddeholm UDDEHOLM ORVAR SUPERIOR (Premium AISI H13) Hot Work Tool Steel;7.78;210;FerrousMetal
Bohler-Uddeholm UDDEHOLM ALVAR 14 Hot Work Tool Steel;7.78;215;FerrousMetal
Bohler-Uddeholm UDDEHOLM VANADIS 6 Cold Work Tool Steel;7.47;225;FerrousMetal
Bohler-Uddeholm UDDEHOLM VANADIS 23 (AISI M3:2) Hot Work Tool Steel;7.94;228;FerrousMetal
Bohler-Uddeholm UDDEHOLM VANADIS 4 EXTRA Powder Metallurgically Produced Tool Steel;7.70;205;FerrousMetal
Bohler-Uddeholm UDDEHOLM VANADIS 10 SUPERCLEAN 3 Powder Metallurgical Cold Work Tool Steel;7.42;220;FerrousMetal
AISI Grade 18Ni (200) Maraging Steel, Annealed;8.00;183;FerrousMetal
Bohler-Uddeholm UDDEHOLM VANADIS 30 AISI M2 + Co SUPERCLEAN 3 Powder Metallurgical Cold Work Tool Steel;7.94;234;FerrousMetal
Bohler-Uddeholm UDDEHOLM VANADIS 60 Powder Metallurgically Produced Tool Steel;7.92;248;FerrousMetal
Bohler-Uddeholm AISI D2 Cold Work Tool Steel;7.67;210;FerrousMetal
Bohler-Uddeholm BÖHLER S601 (M2 Modified) High Speed Steel For Cold Work Applications;8.10;217;FerrousMetal
Crucible Steel AIRKOOL (AISI A2) Tool Steel;7.86;207;FerrousMetal
Crucible Steel AISI 4340 Alloy Steel;7.83;207;FerrousMetal
AISI Grade 18Ni (250) Maraging Steel, nominal annealed properties;8.00;190;FerrousMetal
Industeel Superplast 400 High Hardness Mold Steel;7.80;210;FerrousMetal
AISI Grade 18Ni (350) Maraging Steel nominal annealed properties;8.08;200;FerrousMetal
AISI 4032 Steel, Annealed Cold Drawn Bar;7.85;200;FerrousMetal
AISI 4340 Steel, annealed, 25 mm round;7.85;192;FerrousMetal
AISI 4340 Steel, oil quenched 855°C (1570°F), 230°C (450°F) temper for 4 hrs.;7.85;196;FerrousMetal
AISI 8630 Steel, normalized;7.85;187;FerrousMetal
ASTM A131 Steel, Grade AH32;7.80;200;FerrousMetal
ASTM A517 Low Alloy Steel, Grade A;7.75;200;FerrousMetal
Assab Steels CALMAX Plastic Mold Material;7.78;194;FerrousMetal
Bohler-Uddeholm COMPAX™ AISI S7 MOLD QUALITY Cold Work Steel;7.81;200;FerrousMetal
Bohler-Uddeholm BÖHLER K340 ISODUR Premium Cold Work Steel;7.67;20.6;FerrousMetal
Bohler-Uddeholm O1 Cold Work Tool Steel;7.81;193;FerrousMetal
Bohler-Uddeholm AISI A2 Cold Work Tool Steel;7.72;190;FerrousMetal
Carpenter AerMet 100 Aged at 900°F;7.89;194;FerrousMetal
Carpenter AerMet 100 Aged at 875°F;7.89;192;FerrousMetal
Carpenter AerMet 310;7.97;192;FerrousMetal
Carpenter AerMet 340;7.86;192;FerrousMetal
PSM Industries Pacific Sintered Metals FX-233-T Infiltrated Alloy Steel;7.35;165;FerrousMetal
PSM Industries PolyAlloys MIM-2200 sintered Low Alloy Steel;7.60;193;FerrousMetal
PSM Industries PolyAlloys MIM-4605 sintered Low Alloy Steel;7.50;200;FerrousMetal
Sandvik SANMAC 316/316L Bar Steel;8.00;200;FerrousMetal
Sandvik SANMAC 316/316L Billet;7.90;200;FerrousMetal
Sandvik 1RK95 Strip steel;7.75;190.0;FerrousMetal
Sandvik Sanicro 75X Spring Wire;8.30;200.5;FerrousMetal
Sandvik APM 2327 UNS S32505, Hot Isostatic Pressed (HIP) Steel;7.80;190;FerrousMetal
Sandvik APM 2354 UNS S31603, Hot Isostatic Pressed (HIP) Steel;8.03;200;FerrousMetal
Latrobe Lescalloy 52100 VAC-ARC High Performance Bearing Steel;7.78;200;FerrousMetal
Latrobe LSS™ Chipper Knife Tool Steel (ASTM A8 Mod.);7.73;200;FerrousMetal
Latrobe LSS™ 4140 Alloy Steel (AISI 4140);7.83;200;FerrousMetal
Sandvik 5CR12 Plate, Sheet and Coil;7.70;220;FerrousMetal
Sandvik Kanthal AMPT Construction materials;7.25;220;FerrousMetal
Sandvik Kanthal APM Construction materials;7.10;220;FerrousMetal
